1637328581.1714857,A,0,0,0
1637328582.2027168,A,0,0,0
1637328583.2295601,A,0,0,0
1637328584.254132,A,0,0,0
1637328585.3002222,A,0,0,0
1637328586.383653,A,0,0,0
1637328587.4041293,A,0,0,0
1637328588.4448671,A,0,0,0
1637328589.4669292,A,0,0,0
1637328590.4910553,A,0,0,0
1637328591.5276835,A,0,0,0
1637328592.610008,A,0,0,0
1637328593.6410854,A,0,0,0
1637328594.6626847,A,0,0,0
1637328595.6950948,A,0,0,0
1637328596.7204392,A,0,0,0
1637328597.7725053,A,0,0,0
1637328598.807615,A,0,0,0
1637328599.8312693,A,0,0,0
1637328600.871715,A,0,0,0
1637328601.8982325,A,0,0,0
1637328603.0843096,A,0,0,0
1637328604.2004426,A,0,0,0
1637328605.2396917,A,0,0,0
1637328606.2590034,A,0,0,0
1637328607.2795312,A,0,0,0
1637328608.3000963,A,0,0,0
1637328609.5202212,A,0,0,0
1637328610.549189,A,0,0,0
1637328611.5731578,A,0,0,0
1637328612.5978816,A,0,0,0
1637328613.6216693,A,0,0,0
1637328614.6501904,A,0,0,0
1637328615.7004108,A,0,0,0
1637328616.7245564,A,0,0,0
1637328617.7484295,A,0,0,0
1637328618.782168,A,0,0,0
1637328619.8057544,A,0,0,0
1637328620.8303878,A,0,0,0
1637328621.8537843,A,0,0,0
1637328622.8806775,A,0,0,0
1637328623.9078574,A,0,0,0
1637328624.9320095,A,0,0,0
1637328626.0197043,A,0,0,0
1637328627.0571551,A,0,0,0
1637328628.081656,A,0,0,0
1637328629.1076946,A,0,0,0
1637328630.1402576,A,0,0,0
1637328631.1661136,A,0,0,0
1637328632.203706,A,0,0,0
1637328633.2271574,A,0,0,0
1637328634.2615068,A,0,0,0
1637328635.2927392,A,0,0,0
1637328636.3198833,A,0,0,0
1637328637.3393753,A,0,0,0
1637328638.3572547,A,0,0,0
1637328639.3765604,A,0,0,0
1637328640.4041557,A,0,0,0
1637328641.425024,A,0,0,0
1637328642.4498293,A,0,0,0
1637328643.4690008,A,0,0,0
1637328644.5133674,A,0,0,0
1637328645.5428436,A,0,0,0
1637328646.5625215,A,0,0,0
1637328647.5839376,A,0,0,0
1637328648.6067905,A,0,0,0
1637328649.630829,A,0,0,0
1637328650.6536248,A,0,0,0
1637328651.6744401,A,0,0,0
1637328652.7184315,A,0,0,0
1637328653.743563,A,0,0,0
1637328654.7673287,A,0,0,0
1637328655.7888558,A,0,0,0
1637328656.823388,A,0,0,0
1637328657.852882,A,0,0,0
1637328658.8818426,A,0,0,0
1637328659.9059727,A,0,0,0
1637328660.929768,A,0,0,0
1637328661.9662156,A,0,0,0
1637328663.002586,A,0,0,0
1637328664.024888,A,0,0,0
1637328665.0644279,A,0,0,0
1637328666.0879526,A,0,0,0
1637328667.1168106,A,0,0,0
1637328668.1435966,A,0,0,0
1637328669.164275,A,0,0,0
1637328670.1877747,A,0,0,0
1637328671.2084012,A,0,0,0
1637328672.2316194,A,0,0,0
1637328673.2506738,A,0,0,0
1637328674.2747798,A,0,0,0
1637328675.3244445,A,0,0,0
1637328676.3764153,A,0,0,0
1637328677.4165838,A,0,0,0
1637328678.447738,A,0,0,0
1637328679.4684463,A,0,0,0
1637328680.5010474,A,0,0,0
1637328681.528518,A,0,0,0
